,0
0,23.751807928085327
1,16.470000743865967
2,17.59472918510437
3,17.58647084236145
4,17.565697193145752
5,17.543905019760132
6,17.612120628356934
7,17.601778745651245
8,17.598137855529785
9,17.568788051605225
10,16.332603216171265
11,17.096158742904663
12,17.541854858398438
13,17.65014147758484
14,17.580349445343018
15,17.579528093338013
16,17.560444355010986
17,17.64327073097229
18,17.50859522819519
19,17.633575677871704
20,17.39615273475647
21,17.42980432510376
22,17.678417205810547
23,16.811241149902344
24,15.287636756896973
25,17.5821475982666
26,17.57431411743164
27,14.939393281936646
28,16.646130084991455
29,17.592631816864014
30,17.513126850128174
31,17.49844455718994
32,17.281261444091797
33,17.567466020584106
34,17.603261470794678
35,17.656490802764893
36,17.583550214767456
37,17.54307222366333
38,17.15777039527893
39,17.343462467193604
40,17.1095974445343
41,17.013540983200073
42,17.436989068984985
43,17.530800580978394
44,17.63533329963684
45,17.569010972976685
46,17.618470907211304
47,17.54147219657898
48,17.439130306243896
49,17.633642435073853
50,17.574906826019287
51,17.253389596939087
52,17.586445331573486
53,17.653691053390503
54,17.570934772491455
55,17.57852339744568
56,17.622543573379517
57,17.53838300704956
58,17.638854265213013
59,17.55019783973694
60,17.610050916671753
61,17.569091320037842
62,17.668466091156006
63,17.49621820449829
64,16.029829263687134
65,15.977314949035645
66,17.618999481201172
67,17.275053024291992
68,17.576746225357056
69,17.668290853500366
70,17.569374799728394
71,17.666970252990723
72,17.575375080108643
73,17.57829260826111
74,17.651748180389404
75,17.558057069778442
76,17.661070585250854
77,17.573561429977417
78,17.61500835418701
79,17.474281072616577
80,17.646592378616333
81,16.200628519058228
82,16.87688899040222
83,17.658013582229614
84,17.558723211288452
85,17.639336585998535
86,17.60535740852356
87,17.64457058906555
88,17.442382097244263
89,17.579954862594604
90,17.393879175186157
91,17.4827299118042
92,17.664570331573486
93,17.577369451522827
94,17.40236234664917
95,17.50355863571167
96,17.562180042266846
97,17.24510097503662
98,17.59858775138855
99,16.58299732208252
