,total_across_epoch,min,max
0,5.1708149909973145,0.0008130073547363281,4.8336827754974365
1,0.34346866607666016,0.00080108642578125,0.009781599044799805
2,0.31401968002319336,0.0008144378662109375,0.006108283996582031
3,0.32770395278930664,0.0008132457733154297,0.007914304733276367
4,0.30333852767944336,0.0008213520050048828,0.00914764404296875
5,0.34339332580566406,0.0008039474487304688,0.010435819625854492
6,0.3340437412261963,0.0007979869842529297,0.011176824569702148
7,0.3035461902618408,0.0008146762847900391,0.01188039779663086
8,0.2974367141723633,0.0008089542388916016,0.00724339485168457
9,0.27789735794067383,0.0008089542388916016,0.004656076431274414
10,0.38348913192749023,0.0008046627044677734,0.017574071884155273
11,0.3711893558502197,0.0007994174957275391,0.009673357009887695
12,0.30471205711364746,0.0008158683776855469,0.007922649383544922
13,0.32616567611694336,0.0008122920989990234,0.010216236114501953
14,0.3653733730316162,0.0007059574127197266,0.010155439376831055
15,0.3132472038269043,0.0007939338684082031,0.008906126022338867
16,0.33796215057373047,0.0007922649383544922,0.009473800659179688
17,0.36405038833618164,0.0007412433624267578,0.011969804763793945
18,0.3303191661834717,0.0008168220520019531,0.009508371353149414
19,0.30332374572753906,0.0008180141448974609,0.008694171905517578
20,0.3544166088104248,0.0008039474487304688,0.010847806930541992
21,0.3567526340484619,0.0008075237274169922,0.025832176208496094
22,0.372983455657959,0.0008146762847900391,0.011511564254760742
23,0.318448543548584,0.0007989406585693359,0.009874582290649414
24,0.3171219825744629,0.0008096694946289062,0.008374214172363281
25,0.32727932929992676,0.0007958412170410156,0.008924722671508789
26,0.30499935150146484,0.0008141994476318359,0.009186506271362305
27,0.3356332778930664,0.0008027553558349609,0.00829315185546875
28,0.3362081050872803,0.0007190704345703125,0.012050628662109375
29,0.30338120460510254,0.0008053779602050781,0.00847625732421875
30,0.3181002140045166,0.0008153915405273438,0.00817728042602539
31,0.3175954818725586,0.0008122920989990234,0.011195659637451172
32,0.3138420581817627,0.0007963180541992188,0.010833263397216797
33,0.3472096920013428,0.0008156299591064453,0.009045600891113281
34,0.38321971893310547,0.0008151531219482422,0.012036323547363281
35,0.29555296897888184,0.0008041858673095703,0.010091304779052734
36,0.32977795600891113,0.0008137226104736328,0.009986639022827148
37,0.33141374588012695,0.0008094310760498047,0.009861469268798828
38,0.2837033271789551,0.0008161067962646484,0.005407810211181641
39,0.3115811347961426,0.0008003711700439453,0.010057926177978516
40,0.3495442867279053,0.0007908344268798828,0.010842561721801758
41,0.34159040451049805,0.0008130073547363281,0.009021520614624023
42,0.340470552444458,0.000804901123046875,0.010275840759277344
43,0.32804131507873535,0.000797271728515625,0.010643720626831055
44,0.3609943389892578,0.0008072853088378906,0.012338876724243164
45,0.3379807472229004,0.0008080005645751953,0.011989831924438477
46,0.33498311042785645,0.0008080005645751953,0.00869441032409668
47,0.3501777648925781,0.0008039474487304688,0.01131749153137207
48,0.33620357513427734,0.0008087158203125,0.011832237243652344
49,0.32467031478881836,0.0007863044738769531,0.009490251541137695
50,0.33128881454467773,0.0008025169372558594,0.011919260025024414
51,0.3566780090332031,0.0008111000061035156,0.018841266632080078
52,0.30384373664855957,0.0008165836334228516,0.007474660873413086
53,0.3048384189605713,0.0008194446563720703,0.010531425476074219
54,0.3236885070800781,0.0008139610290527344,0.00901651382446289
55,0.3086659908294678,0.0008027553558349609,0.01033473014831543
56,0.3730158805847168,0.0008132457733154297,0.01900506019592285
57,0.3274717330932617,0.0008146762847900391,0.010635614395141602
58,0.3031277656555176,0.0008170604705810547,0.010919570922851562
59,0.33952760696411133,0.0008199214935302734,0.010061502456665039
60,0.35181379318237305,0.0008089542388916016,0.011713743209838867
61,0.31752562522888184,0.0008053779602050781,0.016474008560180664
62,0.30785179138183594,0.0007882118225097656,0.009735345840454102
63,0.3085019588470459,0.0008094310760498047,0.009938240051269531
64,0.31195974349975586,0.0008115768432617188,0.008231163024902344
65,0.3183715343475342,0.0008029937744140625,0.008814334869384766
66,0.34799933433532715,0.0008006095886230469,0.02516031265258789
67,0.36748290061950684,0.0007927417755126953,0.009820699691772461
68,0.35895371437072754,0.0007975101470947266,0.01072835922241211
69,0.361983060836792,0.0008113384246826172,0.01003575325012207
70,0.3079671859741211,0.0008177757263183594,0.007880687713623047
