,0
0,17.007969856262207
1,9.30161738395691
2,9.492170810699463
3,9.48319387435913
4,9.421302556991577
5,9.515182495117188
6,9.65314507484436
7,9.465360403060913
8,9.539897441864014
9,9.503988027572632
10,9.641866683959961
11,9.38999605178833
12,9.445218324661255
13,9.567237615585327
14,9.584930419921875
15,9.387784481048584
16,9.633533239364624
17,9.59630012512207
18,9.529186487197876
19,9.592451333999634
20,9.523616552352905
21,9.524568557739258
22,9.47193694114685
23,9.542043685913086
24,9.540858268737793
25,9.601865768432617
26,9.62639570236206
27,9.544308423995972
28,9.473716974258423
29,9.544275999069214
30,9.582746744155884
31,9.512128591537476
32,9.407878398895264
33,9.555704355239868
34,9.38236379623413
35,9.644741535186768
36,9.54061770439148
37,9.598961114883423
38,9.59965443611145
39,9.668643236160278
40,9.435783386230469
41,9.596837043762207
42,9.566292762756348
43,9.54024863243103
44,9.533193349838257
45,9.47242546081543
46,9.496737241744995
47,9.524607419967651
48,9.517800092697144
49,9.575825691223145
50,9.47045111656189
51,9.470763206481934
52,9.537633657455444
53,9.425191879272461
54,9.447884559631348
55,9.419079542160034
56,9.633300065994263
57,9.481653213500977
58,9.444851160049438
59,9.43495774269104
60,9.623522281646729
61,9.469876766204834
62,9.578489542007446
63,9.588738679885864
64,9.497701406478882
65,9.550941228866577
66,9.585931777954102
67,9.471199989318848
68,9.497706890106201
69,9.647878408432007
70,9.493690729141235
71,9.603480100631714
72,9.447006702423096
73,9.471315383911133
74,9.54362154006958
75,9.536336421966553
76,9.460363626480103
77,9.657899379730225
78,9.602166414260864
79,9.419192790985107
80,9.491971731185913
81,9.558390855789185
82,9.552513599395752
83,9.428465366363525
84,9.497721433639526
85,9.414503335952759
86,9.536097764968872
87,9.474554061889648
88,9.559693336486816
89,9.607060432434082
90,9.491554737091064
91,9.538084506988525
92,9.618781566619873
93,9.456417083740234
94,9.585632562637329
95,9.511417865753174
96,9.527490615844727
97,9.464130163192749
98,9.364015817642212
99,9.541430711746216
