,0
0,16.217493534088135
1,7.817351818084717
2,7.710217714309692
3,7.8322389125823975
4,7.788753032684326
5,8.02294397354126
6,7.746419906616211
7,7.975613594055176
8,7.73916482925415
9,7.866261005401611
10,7.733456134796143
11,7.736417293548584
12,7.893297433853149
13,7.624106168746948
14,7.813499689102173
15,7.79296088218689
16,7.946383953094482
17,7.8283257484436035
18,7.9809160232543945
19,7.8310651779174805
20,7.848301649093628
21,7.70827841758728
22,7.811047792434692
23,7.607393503189087
24,7.872382402420044
25,7.889453649520874
26,8.20806097984314
27,7.774692058563232
28,7.728198051452637
29,7.88881778717041
30,7.795715570449829
31,8.100691080093384
32,7.757844686508179
33,7.75704550743103
34,7.762587547302246
35,7.601590633392334
36,7.559387445449829
37,7.738852262496948
38,7.7265625
39,7.918552398681641
40,7.8584372997283936
41,7.888924598693848
42,7.841474771499634
43,7.9718053340911865
44,7.786797046661377
45,7.757891654968262
46,7.903594255447388
47,7.900202751159668
48,7.714861631393433
49,7.828141450881958
50,7.7137579917907715
51,7.747937917709351
52,7.784557819366455
53,8.006498336791992
54,7.760900259017944
55,7.942444324493408
56,7.786773443222046
57,8.001943826675415
58,8.234164953231812
59,7.978370666503906
60,7.810196876525879
61,7.904601573944092
62,7.91614031791687
63,8.32763671875
64,7.844756603240967
65,7.8910605907440186
66,7.985438346862793
67,8.254213809967041
68,7.878040790557861
69,7.785890340805054
70,7.893805742263794
71,7.626367568969727
72,8.061896085739136
73,7.774208307266235
74,8.023797988891602
75,7.7313737869262695
76,8.472431182861328
77,8.221129179000854
78,7.794985055923462
79,7.584518671035767
80,7.964768648147583
81,7.778274774551392
82,7.890343904495239
83,7.821906566619873
84,7.825712203979492
85,7.918622255325317
86,7.809285879135132
87,7.772900342941284
88,8.021035432815552
89,7.726557970046997
90,7.933801651000977
91,7.864530563354492
92,7.743563890457153
93,7.919421672821045
94,7.896910190582275
95,7.911269187927246
96,7.875116348266602
97,7.860448360443115
98,7.5636656284332275
99,7.759631872177124
