,total_across_epoch,min,max
0,3.1213455200195312,0.008556842803955078,0.9235012531280518
1,2.209007501602173,0.008019685745239258,0.01484370231628418
2,2.2203779220581055,0.008264780044555664,0.015114068984985352
3,2.192425489425659,0.009326934814453125,0.013892173767089844
4,2.212510824203491,0.008028268814086914,0.015073299407958984
5,2.1476385593414307,0.006482839584350586,0.014860391616821289
6,2.1465370655059814,0.008123397827148438,0.013612747192382812
7,2.0347108840942383,0.008305788040161133,0.016658544540405273
8,2.1588025093078613,0.007938146591186523,0.014648199081420898
9,2.1372897624969482,0.008845329284667969,0.01510310173034668
10,2.1111133098602295,0.008515357971191406,0.014979362487792969
11,2.057746410369873,0.008149385452270508,0.017427444458007812
12,2.2189395427703857,0.010615825653076172,0.01520228385925293
13,2.147078275680542,0.009063720703125,0.013359308242797852
14,2.1537272930145264,0.008556604385375977,0.014408111572265625
15,2.1642143726348877,0.007112026214599609,0.015034675598144531
16,2.192145347595215,0.007721424102783203,0.015256166458129883
17,2.2256503105163574,0.008444070816040039,0.014638662338256836
18,2.18226957321167,0.009127616882324219,0.01378774642944336
19,2.1827187538146973,0.00974130630493164,0.013759374618530273
20,2.1054606437683105,0.007917642593383789,0.013170003890991211
21,2.0783863067626953,0.008919000625610352,0.014982938766479492
22,2.121023654937744,0.00860142707824707,0.013916492462158203
23,2.050541639328003,0.009445905685424805,0.013788938522338867
24,2.0855493545532227,0.00928354263305664,0.013323068618774414
25,2.0710432529449463,0.008983373641967773,0.013392448425292969
26,2.1198086738586426,0.009156465530395508,0.015076875686645508
27,2.2137484550476074,0.007873058319091797,0.015308380126953125
28,2.2321689128875732,0.008886575698852539,0.015666723251342773
29,2.202282190322876,0.007714033126831055,0.015054702758789062
30,2.210782289505005,0.010138750076293945,0.015148639678955078
31,2.2201850414276123,0.009020805358886719,0.015313863754272461
32,2.1647658348083496,0.00800013542175293,0.013554811477661133
33,2.2283756732940674,0.007852792739868164,0.015265703201293945
34,2.2317214012145996,0.009334325790405273,0.014893531799316406
35,2.1700778007507324,0.007971048355102539,0.01612114906311035
36,2.181440591812134,0.00822138786315918,0.015383243560791016
37,2.1698732376098633,0.008804798126220703,0.015349149703979492
38,2.1272199153900146,0.006812095642089844,0.014188289642333984
39,2.2279045581817627,0.008186578750610352,0.014966011047363281
40,2.193477153778076,0.008847236633300781,0.016561508178710938
41,2.2214198112487793,0.008333206176757812,0.01509857177734375
42,2.221763849258423,0.008007526397705078,0.014111995697021484
43,2.1714284420013428,0.008181571960449219,0.013339996337890625
44,2.172917127609253,0.007247209548950195,0.013828277587890625
45,2.136096477508545,0.009763240814208984,0.014019012451171875
46,2.2429263591766357,0.009119749069213867,0.01407933235168457
47,2.195746898651123,0.00963735580444336,0.01575469970703125
48,2.2918994426727295,0.009619712829589844,0.013920783996582031
49,2.2042171955108643,0.007497072219848633,0.014954805374145508
50,2.248610734939575,0.009369134902954102,0.015520095825195312
51,2.0206470489501953,0.009549140930175781,0.015802860260009766
52,2.11104679107666,0.007525920867919922,0.01302957534790039
53,2.0833992958068848,0.008049488067626953,0.014886140823364258
54,2.1901662349700928,0.00909423828125,0.013451814651489258
55,2.2051730155944824,0.008640050888061523,0.013781309127807617
56,2.082426071166992,0.009376049041748047,0.014143943786621094
57,2.141495704650879,0.008486270904541016,0.014007568359375
58,2.191033124923706,0.009103536605834961,0.014681339263916016
59,2.186901330947876,0.007532596588134766,0.015315771102905273
60,2.158449172973633,0.006696939468383789,0.014663219451904297
61,2.0981688499450684,0.008075475692749023,0.013031482696533203
62,2.2114109992980957,0.007846593856811523,0.013960838317871094
63,2.203782081604004,0.007704257965087891,0.013536930084228516
64,1.9899401664733887,0.007440328598022461,0.012675285339355469
65,2.153318166732788,0.009896993637084961,0.016627788543701172
66,2.1947076320648193,0.008760929107666016,0.013576030731201172
67,2.2376203536987305,0.007383823394775391,0.015527009963989258
68,2.2090489864349365,0.008005380630493164,0.013572216033935547
69,2.214143991470337,0.009290695190429688,0.01382303237915039
70,2.1685562133789062,0.008892297744750977,0.015021085739135742
71,2.2184088230133057,0.009603261947631836,0.01636052131652832
72,2.1359033584594727,0.008982658386230469,0.013384580612182617
73,2.137556314468384,0.010179519653320312,0.013376474380493164
74,2.2259039878845215,0.008618354797363281,0.014934539794921875
75,2.2395524978637695,0.009598731994628906,0.01505422592163086
76,2.191664695739746,0.007835626602172852,0.01461648941040039
77,2.178453207015991,0.008011579513549805,0.013340234756469727
78,2.115089178085327,0.00964665412902832,0.01446676254272461
79,2.2338004112243652,0.007678031921386719,0.01643514633178711
80,2.1560869216918945,0.00856781005859375,0.014329195022583008
81,2.1431281566619873,0.009383440017700195,0.013959646224975586
82,2.1570827960968018,0.008659124374389648,0.013693094253540039
