,0
0,58.052058935165405
1,52.03338050842285
2,51.985997438430786
3,51.92203640937805
4,51.948793172836304
5,51.93283772468567
6,52.035884141922
7,52.101073026657104
8,52.033424854278564
9,52.060646295547485
10,52.17756652832031
11,52.078503370285034
12,52.095906019210815
13,52.106478452682495
14,52.20420527458191
15,52.00737810134888
16,51.858503580093384
17,52.076722383499146
18,51.9282066822052
19,51.954424142837524
20,51.99290990829468
21,51.94665265083313
22,52.03188490867615
23,51.96350288391113
24,51.98033690452576
25,52.12585139274597
26,52.11664819717407
27,52.081310987472534
28,52.051920652389526
29,52.05461382865906
30,52.08585715293884
31,52.1265971660614
32,52.05854654312134
33,51.97936415672302
34,52.15955686569214
35,51.966472864151
36,51.97217607498169
37,52.0032958984375
38,51.78009343147278
39,52.00703430175781
40,51.902958393096924
41,52.17907404899597
42,51.83480453491211
43,51.996500968933105
44,52.04257392883301
45,52.029309034347534
46,52.017497539520264
47,52.18732714653015
48,52.10892844200134
49,52.08133602142334
50,52.0428204536438
51,52.16503691673279
52,52.07335138320923
53,52.18798017501831
54,52.049116134643555
55,51.89411997795105
56,51.869988203048706
57,51.96802520751953
58,51.92225623130798
59,51.8303427696228
60,51.53145170211792
61,52.4797146320343
62,51.919962644577026
63,51.99106240272522
64,52.07907056808472
65,52.16811418533325
66,51.97134351730347
67,52.12948751449585
68,52.08959722518921
69,52.09964418411255
70,52.156203508377075
71,52.205095529556274
72,52.09315371513367
73,52.151328802108765
74,52.03017282485962
75,51.907257080078125
76,52.01175594329834
77,51.92276048660278
78,51.943036794662476
79,51.911962032318115
80,52.00108075141907
81,52.05187797546387
82,51.90856194496155
83,52.09093761444092
84,52.09314680099487
85,51.994250774383545
86,52.00993323326111
87,52.11324214935303
88,52.01164221763611
89,52.28394889831543
90,52.117562770843506
91,52.08067989349365
92,52.17455196380615
93,52.13734006881714
94,52.00836443901062
95,51.980430364608765
96,52.03436756134033
97,52.027721643447876
98,51.96424412727356
99,52.05066776275635
