total_across_epoch,min,max
9.708344459533691,0.005677461624145508,1.0715970993041992
9.137912511825562,0.006714344024658203,0.010921239852905273
9.057384490966797,0.005616188049316406,0.011378765106201172
8.984882116317749,0.005747795104980469,0.010616779327392578
8.665722370147705,0.0055849552154541016,0.011554241180419922
8.388720512390137,0.0055844783782958984,0.010900020599365234
8.920506238937378,0.005649089813232422,0.010904550552368164
9.046735286712646,0.005650997161865234,0.010648250579833984
8.387110948562622,0.0056264400482177734,0.011053323745727539
9.007923603057861,0.005628108978271484,0.010584354400634766
9.051221370697021,0.005679130554199219,0.011258840560913086
9.091904401779175,0.005728721618652344,0.011083841323852539
9.148088455200195,0.005831003189086914,0.011205196380615234
8.67598009109497,0.00560760498046875,0.011867046356201172
8.7003755569458,0.005606651306152344,0.011118888854980469
7.797424554824829,0.005644321441650391,0.010905027389526367
8.96504831314087,0.005612611770629883,0.011563777923583984
8.995774507522583,0.005692958831787109,0.010622739791870117
7.509927034378052,0.005647182464599609,0.010892868041992188
8.44990587234497,0.005621671676635742,0.010718107223510742
8.065159797668457,0.005621433258056641,0.010834455490112305
9.06412386894226,0.00563359260559082,0.01132059097290039
8.856676816940308,0.005682706832885742,0.011369466781616211
8.844092607498169,0.0056209564208984375,0.010545015335083008
8.89501142501831,0.005624055862426758,0.012660980224609375
8.696774005889893,0.005673646926879883,0.012841939926147461
9.029367446899414,0.005630970001220703,0.010748147964477539
7.691670656204224,0.005603790283203125,0.010826826095581055
8.18050765991211,0.005621194839477539,0.011002063751220703
8.88459324836731,0.005644321441650391,0.01141500473022461
8.558216571807861,0.0056743621826171875,0.010730981826782227
9.096519231796265,0.005728006362915039,0.012392520904541016
9.091868162155151,0.005750894546508789,0.01071310043334961
9.011118412017822,0.005627155303955078,0.011266946792602539
9.073837041854858,0.005632638931274414,0.011062145233154297
9.277430057525635,0.005720853805541992,0.011577844619750977
9.44084644317627,0.005844593048095703,0.01077127456665039
9.267255067825317,0.005764484405517578,0.011450767517089844
9.124843835830688,0.005567312240600586,0.011044025421142578
9.145790338516235,0.00597381591796875,0.011422872543334961
7.846746206283569,0.0056035518646240234,0.011582136154174805
8.153501033782959,0.005654096603393555,0.010890007019042969
9.156952619552612,0.006026744842529297,0.010935068130493164
9.179869890213013,0.005727291107177734,0.012151002883911133
9.243173599243164,0.0057795047760009766,0.010951519012451172
8.883703708648682,0.00572967529296875,0.01068115234375
8.254067182540894,0.0055866241455078125,0.010180473327636719
8.924786567687988,0.005700111389160156,0.01115560531616211
9.002376556396484,0.005618095397949219,0.010393857955932617
9.077232837677002,0.0056073665618896484,0.011273384094238281
9.383449792861938,0.006242036819458008,0.010497808456420898
8.747233867645264,0.005665302276611328,0.01073312759399414
9.28591012954712,0.005652189254760742,0.011093854904174805
9.076758861541748,0.005659341812133789,0.010498762130737305
8.98295545578003,0.005747556686401367,0.011811017990112305
9.223062992095947,0.005759000778198242,0.011084318161010742
8.81235384941101,0.005617618560791016,0.011708498001098633
9.260404586791992,0.006268024444580078,0.011529684066772461
9.18126106262207,0.005532741546630859,0.013016462326049805
8.947681188583374,0.005715847015380859,0.012338638305664062
9.221223831176758,0.0056514739990234375,0.011091947555541992
9.068994522094727,0.005728244781494141,0.010941743850708008
8.682750701904297,0.005686044692993164,0.010887384414672852
9.206913232803345,0.005612850189208984,0.012922286987304688
8.510148763656616,0.005654573440551758,0.011052846908569336
9.214865446090698,0.006373882293701172,0.011305570602416992
9.111564874649048,0.005677461624145508,0.011326074600219727
8.934507846832275,0.005537509918212891,0.01137089729309082
8.906727313995361,0.005639553070068359,0.011302947998046875
9.156760692596436,0.005684852600097656,0.011523723602294922
9.303000211715698,0.006173372268676758,0.011111021041870117
8.800587177276611,0.005644321441650391,0.011504888534545898
9.09162974357605,0.005693674087524414,0.012009859085083008
9.25233006477356,0.006052732467651367,0.011251688003540039
8.116091966629028,0.005700111389160156,0.011404991149902344
9.336066484451294,0.005834102630615234,0.011039018630981445
9.17943787574768,0.005722999572753906,0.01131129264831543
9.388574838638306,0.005709648132324219,0.011575460433959961
9.051726818084717,0.0056340694427490234,0.011779546737670898
8.830131769180298,0.005758047103881836,0.011624336242675781
9.204185962677002,0.006206512451171875,0.010914087295532227
9.162405014038086,0.005637645721435547,0.012402057647705078
8.129041910171509,0.005678415298461914,0.011219501495361328
9.09465479850769,0.005692958831787109,0.011812448501586914
8.966953754425049,0.005632638931274414,0.011774778366088867
9.157358407974243,0.005905866622924805,0.011617898941040039
9.229884386062622,0.0056684017181396484,0.010735750198364258
8.982433319091797,0.005606651306152344,0.011432647705078125
9.259309530258179,0.005664825439453125,0.01192617416381836
8.997262477874756,0.005612611770629883,0.012078523635864258
9.435691833496094,0.00567626953125,0.011128664016723633
9.180347919464111,0.00570225715637207,0.012031078338623047
8.987837553024292,0.005664348602294922,0.01085662841796875
9.064567804336548,0.00555419921875,0.011750936508178711
9.10805892944336,0.005712032318115234,0.01115107536315918
9.136951208114624,0.005818843841552734,0.010685443878173828
9.212544441223145,0.005609035491943359,0.010808944702148438
9.06673264503479,0.0056798458099365234,0.011183738708496094
8.982139348983765,0.0056798458099365234,0.01127481460571289
8.110644102096558,0.005576372146606445,0.01253056526184082
